"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FC","2020-09-19","87.7","-3.41","5.48","DJ LeMahieu",518934,607391,"field_out","hit_into_play",,,,,"2","DJ LeMahieu lines out to right fielder Cesar Puello.  ","R","R","R","BOS","NYY","X",9,"line_drive",3,1,2020,"0.2","0.5","-0.20","3.05","null",642180,"null",2,4,"Top","180.33","99.45",,,"608700",,"null",7.318287660563347,-127.50299279884392,-0.7284712190827325,1.0027902679760357,26.597471965657064,-27.001220484022305,"3.36","1.61","270","89.9","19","88.3","2328","6.7",631628,607391,"608700","666915","624414","646240","593428","656308","598265","527049","53.75","0.557","0.501","0.00",1,0,0,4,29,"5","Cutter",0,4,4,0,4,0,4,0,"Standard","Strategic"
"FC","2020-09-19","88.6","-3.45","5.43","DJ LeMahieu",518934,607391,"field_out","hit_into_play",,,,,"9","DJ LeMahieu grounds out, second baseman Christian Arroyo to first baseman Bobby Dalbec.  ","R","R","R","BOS","NYY","X",4,"ground_ball",2,1,2020,"0.3","0.6","0.51","2.12","null","null","null",2,2,"Top","148.78","153.64",,,"608700",,"null",9.08351727273135,-128.75556819489077,-3.3416894187668644,1.7701882441102248,26.979535074984803,-24.684386384228215,"3.36","1.61","10","66.3","-15","89.6","2389","7.0",631628,607391,"608700","666915","624414","646240","593428","656308","598265","527049","53.49","0.057","0.051","0.00",1,0,0,2,14,"4","Cutter",0,2,2,0,2,0,2,0,"Standard","Strategic"
"SI","2020-09-19","92.7","-3.63","5.28","DJ LeMahieu",518934,607391,"single","hit_into_play_no_out",,,,,"13","DJ LeMahieu singles on a line drive to right fielder Cesar Puello.  ","R","R","R","BOS","NYY","X",9,"line_drive",0,1,2020,"-1.6","0.4","-1.16","2.34","null","null","null",0,1,"Top","169.16","116.41",,,"608700",,"null",9.778496027774274,-134.69162402341112,-2.5759498868486967,-21.02973783884741,29.725447024066302,-26.92426347641047,"3.36","1.61","163","76.4","13","93.3","1918","6.7",631628,607391,"608700","666915","624414","646240","593428","656308","598265","527049","53.77","0.429","0.386","0.90",1,1,0,4,1,"2","Sinker",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SI","2020-09-18","89.3","-1.69","5.01","DJ LeMahieu",518934,543901,"double","hit_into_play_score",,,,,"6","DJ LeMahieu doubles (8) on a line drive to right fielder Tzu-Wei Lin.   Aaron Hicks scores.    Gio Urshela to 3rd.  ","R","R","R","BOS","NYY","X",9,"line_drive",0,0,2020,"-1.9","-0.1","0.56","2.79",543305,"null",570482,2,12,"Top","214.15","115.44",,,"543877",,"null",9.32366768122046,-129.66015701947478,0.7223655268193772,-22.854690769840275,28.913472888827478,-33.301376167994206,"3.36","1.61","287","97.6","19","88.0","1891","5.8",631627,543901,"543877","656308","624414","646240","593428","502110","598265","624407","54.73","0.450","0.485","1.25",1,1,1,4,96,"1","Sinker",5,5,5,5,5,5,5,5,"Standard","Standard"
"SI","2020-09-18","88.8","-1.73","5.09","DJ LeMahieu",518934,543901,"field_out","hit_into_play",,,,,"12","DJ LeMahieu grounds out, second baseman Christian Arroyo to first baseman Michael Chavis.   Clint Frazier to 3rd.  ","R","R","R","BOS","NYY","X",4,"ground_ball",1,1,2020,"-2.0","0.1","0.85","2.50","null",640449,"null",0,10,"Top","127.36","152.48",,,"543877",,"null",10.27544576205922,-128.85086498951827,-0.4652140161161177,-24.038616279011265,29.62456296000954,-30.8474942641067,"3.36","1.61","3","81.4","-39","87.3","1928","5.7",631627,543901,"543877","656308","624414","646240","593428","502110","598265","624407","54.78","0.071","0.064","0.00",1,0,0,2,77,"3","Sinker",4,4,4,4,4,4,4,4,"Standard","Strategic"
"FF","2020-09-18","97.6","-1.43","6.01","DJ LeMahieu",518934,518489,"field_out","hit_into_play",,,,,"11","DJ LeMahieu lines out to right fielder Tzu-Wei Lin.  ","R","R","R","BOS","NYY","X",9,"line_drive",1,1,2020,"-0.9","1.5","-0.49","3.72","null","null","null",0,8,"Top","187.63","97.06",,,"543877",,"null",4.562258357754324,-141.96021203229785,-4.063323996834753,-12.793369682000666,37.127992182319026,-11.214913486474048,"3.36","1.61","283","91.2","21","97.5","2338","6.6",631627,518489,"543877","656308","624414","646240","593428","502110","598265","624407","53.90","0.264","0.239","0.00",1,0,0,3,61,"3","4-Seam Fastball",4,2,2,4,2,4,2,4,"Standard","Strategic"
"FC","2020-09-18","89.7","1.09","5.36","DJ LeMahieu",518934,527048,"field_out","hit_into_play",,,,,"11","DJ LeMahieu pops out to second baseman Christian Arroyo.  ","R","R","L","BOS","NYY","X",4,"popup",1,1,2020,"0.1","0.9","-1.03","3.16","null","null",640449,0,6,"Top","176.87","132.13",,,"543877",,"null",-5.343022456379965,-130.55885696030535,-1.3356623799144667,1.7826267881729472,26.722289472692967,-21.976544077899646,"3.35","1.60","202","68.9","48","89.5","2185","6.1",631627,527048,"543877","656308","624414","646240","593428","502110","598265","624407","54.39","0.207","0.186","0.00",1,0,0,3,43,"3","Cutter",4,0,0,4,0,4,0,4,"Strategic","Strategic"
"FF","2020-09-18","93.7","1.20","5.58","DJ LeMahieu",518934,527048,"field_out","hit_into_play",,,,,"4","DJ LeMahieu grounds out, third baseman Rafael Devers to first baseman Michael Chavis.  ","R","R","L","BOS","NYY","X",5,"ground_ball",3,2,2020,"0.9","1.3","-0.67","2.61","null","null","null",0,1,"Top","89.57","151.94",,,"543877",,"null",-6.8649092886273015,-136.3479066917902,-4.7066426211625,13.314859502199663,28.72423944453598,-15.588597670099194,"3.35","1.60","13","99.4","-12","93.1","1999","5.9",631627,527048,"543877","656308","624414","646240","593428","502110","598265","657077","54.63","0.207","0.186","0.00",1,0,0,2,1,"6","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SI","2020-09-17","96.9","-0.30","6.43","DJ LeMahieu",518934,521655,"field_out","hit_into_play",,,,,"2","DJ LeMahieu grounds out, second baseman Joe Panik to first baseman Travis Shaw.  ","R","R","R","NYY","TOR","X",4,"ground_ball",3,2,2020,"-1.0","1.3","0.16","3.07","null","null","null",2,5,"Bot","143.88","136.35",,,"643376",,"null",3.462173974968808,-141.02983092583432,-6.471862082576854,-13.674036383592412,33.233428212396696,-13.407287793183272,"3.35","1.61","14","88.9","-11","97.5","2269","6.7",631190,521655,"643376","543768","605412","624415","666182","666971","545341","606192","53.81","0.186","0.175","0.00",1,0,0,2,48,"6","Sinker",9,3,9,3,3,9,9,3,"Standard","Strategic"
"SI","2020-09-17","91.1","-0.87","6.07","DJ LeMahieu",518934,502624,"home_run","hit_into_play_score",,,,,"1","DJ LeMahieu homers (10) on a line drive to right field.  ","R","R","R","NYY","TOR","X","null","line_drive",0,0,2020,"-1.0","1.3","-0.48","3.32","null","null","null",1,4,"Bot","217.87","82.88",,,"643376",,"null",3.029561002467647,-132.65709471515618,-3.8832182828291466,-12.111512700543214,28.39028964186092,-15.66669328370823,"3.35","1.61","349","95.2","25","90.6","2173","5.9",631190,502624,"643376","543768","605412","624415","666182","666971","545341","606192","54.56","0.229","0.259","2.00",1,0,3,5,34,"1","Sinker",5,2,5,2,2,5,5,2,"Standard","Strategic"
"SL","2020-09-16","87.6","-1.52","5.89","DJ LeMahieu",518934,660431,"field_out","hit_into_play",,,,,"9","DJ LeMahieu grounds out, shortstop Santiago Espinal to first baseman Vladimir Guerrero Jr. ","R","R","R","NYY","TOR","X",6,"ground_ball",0,2,2020,"0.4","0.1","0.57","1.69","null","null","null",2,7,"Bot","108.63","156.55",,,"643376",,"null",4.151010025048171,-127.48814542652237,-4.339634383256472,3.9398161726887575,25.775265892460748,-29.983563953027787,"3.35","1.61","4","75.8","-25","88.0","2319","6.5",631189,660431,"643376","665489","542340","543768","669289","666971","545341","641505","53.99","0.057","0.051","0.00",1,0,0,2,63,"3","Slider",13,1,13,1,1,13,13,1,"Standard","Strategic"
"CU","2020-09-16","77.1","-0.33","6.30","DJ LeMahieu",518934,621097,"double","hit_into_play_no_out",,,,,"4","DJ LeMahieu doubles (7) on a sharp ground ball to left fielder Lourdes Gurriel Jr. ","R","R","R","NYY","TOR","X",7,"ground_ball",1,2,2020,"0.2","-0.7","-0.58","2.47","null","null","null",1,6,"Bot","77.76","146.20",,,"643376",,"null",-0.9829151691591358,-112.29101590228242,0.11496379192616124,2.2296329838493523,20.462475219357266,-38.457919280785624,"3.35","1.61","30","102.6","-4","77.0","2277","6.2",631189,621097,"643376","665489","542340","543768","666182","666971","545341","624415","54.33","0.300","0.270","1.25",1,1,1,2,49,"6","Curveball",8,1,8,1,1,8,8,1,"Strategic","Strategic"
"SI","2020-09-16","93.0","-1.41","5.66","DJ LeMahieu",518934,543699,"home_run","hit_into_play_score",,,,,"5","DJ LeMahieu homers (9) on a fly ball to right field.    Gary Sanchez scores.  ","R","R","R","NYY","TOR","X","null","fly_ball",3,2,2020,"-1.1","1.2","0.18","2.80","null","null",596142,2,4,"Bot","223.60","80.77",,,"643376",,"null",6.500697680188556,-135.362341949605,-4.21306695979559,-14.917374845973265,27.335357638932592,-16.81198925437369,"3.35","1.61","360","98.2","32","93.3","2036","6.3",631189,543699,"643376","665489","542340","543768","666182","666971","545341","624415","54.19","0.464","0.792","2.00",1,0,3,5,32,"6","Sinker",4,0,4,0,0,4,4,0,"Standard","Strategic"
"FF","2020-09-16","90.5","-1.20","6.04","DJ LeMahieu",518934,543699,"home_run","hit_into_play_score",,,,,"3","DJ LeMahieu homers (8) on a line drive to right field.  ","R","R","R","NYY","TOR","X","null","line_drive",1,0,2020,"-0.4","1.3","0.32","2.99","null","null","null",0,1,"Bot","215.50","86.31",,,"643376",,"null",4.590622792180265,-131.68804671644338,-4.521154061371843,-5.3265275013172815,27.04269811482252,-15.908617923878067,"3.35","1.61","339","97.4","30","90.4","1858","6.2",631189,543699,"643376","665489","542340","543768","666182","666971","545341","624415","54.33","0.486","0.822","2.00",1,0,3,5,4,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CU","2020-09-15","48.7","-1.79","5.76","DJ LeMahieu",518934,669289,"home_run","hit_into_play_score",,,,,"11","DJ LeMahieu homers (7) on a fly ball to left field.  ","R","R","R","NYY","TOR","X","null","fly_ball",0,1,2020,"0.0","1.0","-1.37","3.16","null","null","null",0,8,"Bot","28.55","61.03",,,"672386",,"null",0.6096155539857115,-70.46780227184234,6.254815064750905,-0.22970962773150488,7.983130056992671,-29.765299169190772,"3.35","1.60","397","100.5","34","47.2","1224","4.9",631195,669289,"672386","543768","605412","624415","666182","666971","641505","605233","55.63","0.514","0.934","2.00",1,0,3,6,78,"2","Curveball",19,3,19,3,3,19,19,3,"Infield shift","Standard"
"SL","2020-09-15","83.0","-2.41","5.95","DJ LeMahieu",518934,571704,"field_out","hit_into_play",,,,,"5","DJ LeMahieu grounds out, third baseman Cavan Biggio to first baseman Travis Shaw.  ","R","R","R","NYY","TOR","X",5,"ground_ball",0,1,2020,"0.0","0.3","-0.26","2.43","null","null","null",0,6,"Bot","104.18","167.48",,,"672386",,"null",4.806079122851681,-120.71495080951934,-2.0345031142643473,-0.7857128226129102,25.939356171692463,-29.359426121745944,"3.35","1.60","29","103.3","-4","81.7","1843","5.7",631195,571704,"672386","543768","605412","624415","666182","666971","641505","605233","54.84","0.300","0.270","0.00",1,0,0,2,63,"2","Slider",16,3,16,3,3,16,16,3,"Standard","Strategic"
"FF","2020-09-15","93.2","2.74","5.72","DJ LeMahieu",518934,641743,"double","hit_into_play_no_out",,,,,"1","DJ LeMahieu doubles (6) on a line drive to right fielder Derek Fisher.  ","R","R","L","NYY","TOR","X",9,"line_drive",0,0,2020,"0.5","1.1","-0.44","2.89","null","null","null",2,4,"Bot","220.13","109.72",,,"672386",,"null",-9.071978644276054,-135.35435705670412,-3.80447579758573,7.7183596307822455,30.19938822496363,-18.40807984475969,"3.35","1.60","305","91.8","26","92.1","2364","5.8",631195,641743,"672386","543768","605412","624415","666182","666971","545341","605233","54.72","0.200","0.237","1.25",1,1,1,3,46,"1","4-Seam Fastball",15,3,15,3,3,15,15,3,"Standard","Strategic"
"SL","2020-09-15","78.1","-2.58","5.38","DJ LeMahieu",518934,685493,"double","hit_into_play_score",,,,,"8","DJ LeMahieu doubles (5) on a ground ball to left fielder Lourdes Gurriel Jr.  Brett Gardner scores.    Gary Sanchez scores.    Tyler Wade scores.  ","R","R","R","NYY","TOR","X",7,"ground_ball",1,1,2020,"0.9","-0.5","-0.27","1.54",458731,596142,642180,0,3,"Bot","91.56","167.89",,,"672386",,"null",3.3275066514013636,-113.72896358300542,-0.5016401187622458,7.185413609953472,20.690034311847555,-36.48760626239586,"3.35","1.60","34","92.7","-1","78.3","2443","6.4",631195,685493,"672386","543768","605412","624415","666182","666971","545341","605233","54.11","0.307","0.276","1.25",1,1,1,2,31,"3","Slider",9,1,9,1,1,9,9,1,"Standard","Strategic"
"FF","2020-09-15","93.2","-1.88","6.37","DJ LeMahieu",518934,592836,"single","hit_into_play_score",,,,,"9","DJ LeMahieu singles on a sharp ground ball to right fielder Derek Fisher.   Brett Gardner scores.    Tyler Wade to 3rd.  ","R","R","R","NYY","TOR","X",9,"ground_ball",2,2,2020,"-0.8","1.5","0.48","1.83","null",458731,642180,2,2,"Bot","162.61","116.85",,,"672386",,"null",7.780012468299465,-135.23532796870361,-9.212641474383531,-11.258875273958633,28.825984864445456,-11.745867624588808,"3.35","1.60","15","104.1","-6","93.3","2185","6.5",631195,592836,"672386","543768","605412","624415","666182","666971","545341","605233","54.02","0.250","0.225","0.90",1,1,0,2,18,"5","4-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Strategic"
"FC","2020-09-15","84.0","-2.00","6.53","DJ LeMahieu",518934,592836,"field_out","hit_into_play",,,,,"6","DJ LeMahieu lines out sharply to center fielder Randal Grichuk.  ","R","R","R","NYY","TOR","X",8,"line_drive",1,2,2020,"0.7","0.3","0.63","2.23","null","null","null",0,1,"Bot","159.00","66.80",,,"672386",,"null",4.677539986739567,-122.26306547473511,-4.2396649562394195,6.120858703654329,23.98445640674423,-28.055230398127314,"3.35","1.60","324","104.1","17","83.6","2471","6.0",631195,592836,"672386","543768","605412","624415","666182","666971","545341","605233","54.48","0.564","0.589","0.00",1,0,0,5,4,"4","Cutter",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SI","2020-09-13","93.6","-2.18","5.50","DJ LeMahieu",518934,622253,"field_out","hit_into_play",,,,,"11","DJ LeMahieu grounds out, second baseman Hanser Alberto to first baseman Renato Nunez.  ","R","R","R","NYY","BAL","X",4,"ground_ball",1,1,2020,"-1.3","0.7","-0.54","3.62","null","null","null",0,8,"Bot","140.27","144.63",,,"600474",,"null",7.189413973473565,-136.1217507503458,-0.7372138749099879,-18.03390527512521,28.94641643228564,-23.140626819687757,"3.35","1.60","13","81.2","-15","94.1","1934","6.6",631187,622253,"600474","600524","593643","547004","642162","663624","656775","621466","53.93","0.114","0.124","0.00",1,0,0,2,58,"3","Sinker",1,1,1,1,1,1,1,1,"Standard","Standard"
"CH","2020-09-13","85.4","0.54","6.22","DJ LeMahieu",518934,607644,"field_out","hit_into_play",,,,,"5","DJ LeMahieu grounds out, shortstop Pat Valaika to first baseman Renato Nunez.  ","R","R","L","NYY","BAL","X",6,"ground_ball",2,0,2020,"1.3","1.2","0.10","2.49","null","null","null",1,5,"Bot","103.37","136.53",,,"600474",,"null",-3.670969387773067,-124.41192030221045,-5.036354097986262,14.308761601782521,22.970650572665,-18.61333116770455,"3.35","1.60","136","96.9","7","85.9","2286","6.4",631187,607644,"600474","600524","593643","547004","642162","663624","656775","621466","54.15","0.507","0.456","0.00",1,0,0,4,38,"3","Changeup",1,1,1,1,1,1,1,1,"Strategic","Standard"
"CU","2020-09-13","77.0","0.70","6.36","DJ LeMahieu",518934,607644,"single","hit_into_play_no_out",,,,,"9","DJ LeMahieu singles on a sharp ground ball to center fielder Cedric Mullins.  ","R","R","L","NYY","BAL","X",8,"ground_ball",0,2,2020,"-0.9","-0.9","0.76","1.71","null","null","null",0,1,"Bot","148.03","78.57",,,"600474",,"null",1.7533417967779923,-112.0762613743474,-1.1937511586344867,-7.906741241285081,23.895980484279185,-39.39803385125664,"3.35","1.60","106","101.5","4","75.6","2299","5.7",631187,607644,"600474","600524","593643","547004","642162","663624","656775","621466","54.81","0.536","0.482","0.90",1,1,0,4,5,"4","Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard"
"CH","2020-09-12","78.3","-2.02","5.77","DJ LeMahieu",518934,491624,"field_out","hit_into_play",,,,,"14","DJ LeMahieu grounds out, second baseman Hanser Alberto to first baseman Renato Nunez.  ","R","R","R","NYY","BAL","X",4,"ground_ball",0,1,2020,"-1.0","-0.4","0.92","1.90","null","null","null",2,9,"Bot","141.36","144.37",,,"600474",,"null",8.116982131308312,-113.73481980242362,-0.751106389881296,-10.342158048926027,20.65961472843863,-35.73229568497301,"3.35","1.60","4","75.7","-28","77.3","1713","5.7",631185,491624,"600474","600524","593643","547004","642162","663624","656775","621466","54.82","0.050","0.045","0.00",1,0,0,2,71,"2","Changeup",1,1,1,1,1,1,1,1,"Standard","Standard"
"CH","2020-09-12","77.4","-2.38","4.81","DJ LeMahieu",518934,491624,"field_out","hit_into_play",,,,,"9","DJ LeMahieu grounds out sharply, second baseman Hanser Alberto to first baseman Renato Nunez.  ","R","R","R","NYY","BAL","X",4,"ground_ball",1,2,2020,"-0.2","-0.5","0.66","1.85","null","null","null",0,7,"Bot","136.90","158.00",,,"600474",,"null",6.811316855647283,-112.47907390956996,1.5076196374552908,-3.3165555839247247,21.377527873206976,-36.710115052382235,"3.35","1.60","14","102.3","-7","76.2","1691","5.6",631185,491624,"600474","600524","593643","547004","642162","663624","656775","621466","54.89","0.271","0.244","0.00",1,0,0,2,55,"5","Changeup",1,1,1,1,1,1,1,1,"Standard","Standard"
"CU","2020-09-12","74.3","-1.86","5.99","DJ LeMahieu",518934,665152,"field_out","hit_into_play",,,,,"8","DJ LeMahieu pops out to shortstop Pat Valaika.  ","R","R","R","NYY","BAL","X",6,"popup",0,0,2020,"0.8","-1.4","-0.14","1.84","null","null","null",0,5,"Bot","91.43","122.47",,,"600474",,"null",2.143229496606008,-108.08077683547835,1.3356008511170998,5.567139119290204,22.792313434673147,-43.50963343943609,"3.35","1.60","204","83.2","51","73.1","2276","5.9",631185,665152,"600474","600524","593643","547004","642162","663624","656775","621466","54.58","0.007","0.007","0.00",1,0,0,3,37,"1","Curveball",1,0,1,0,0,1,1,0,"Strategic","Standard"
"SI","2020-09-12","94.5","-1.59","6.14","DJ LeMahieu",518934,665152,"field_out","hit_into_play",,,,,"12","DJ LeMahieu grounds out, first baseman Renato Nunez to pitcher Dean Kremer.  ","R","R","R","NYY","BAL","X",3,"ground_ball",0,2,2020,"-1.0","1.4","0.72","3.60","null","null",596142,2,2,"Bot","145.17","171.06",,,"600474",,"null",8.293909922281653,-137.4926044304487,-4.144224465472872,-14.981918601834693,28.31548589628358,-13.309898641719098,"3.35","1.60","5","90.8","-34","94.3","2323","6.0",631185,665152,"600474","600524","593643","547004","642162","663624","656775","621466","54.48","0.064","0.058","0.00",1,0,0,2,18,"3","Sinker",1,0,1,0,0,1,1,0,"Strategic","Standard"
"CU","2020-09-12","75.8","-1.81","5.91","DJ LeMahieu",518934,665152,"double","hit_into_play_no_out",,,,,"8","DJ LeMahieu doubles (4) on a sharp line drive to center fielder Cedric Mullins.  ","R","R","R","NYY","BAL","X",8,"line_drive",1,2,2020,"0.7","-1.3","-0.06","2.14","null","null","null",0,1,"Bot","81.66","35.27",,,"600474",,"null",2.329718901762884,-110.26669073233586,1.694634835857609,5.416640245828092,23.661781141071295,-43.28299732865495,"3.35","1.60","400","102.2","27","75.0","2327","6.2",631185,665152,"600474","600524","593643","547004","642162","663624","656775","621466","54.28","0.850","1.473","1.25",1,1,1,6,6,"4","Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard"
"SL","2020-09-11","85.6","-1.94","5.21","DJ LeMahieu",518934,592879,"field_out","hit_into_play",,,,,"6","DJ LeMahieu flies out to right fielder DJ Stewart.   Gary Sanchez to 3rd.  ","R","R","R","NYY","BAL","X",9,"fly_ball",2,0,2020,"0.0","0.6","0.29","2.36","null",596142,458731,1,5,"Bot","205.55","117.99",,,"642082",,"null",5.2569296692253396,-124.57781404501847,-1.6303956051275965,-0.6871960391029508,27.283415501944017,-25.768018207322537,"3.35","1.60","269","91.4","49","86.5","2168","7.1",631183,592879,"642082","448801","593643","547004","578428","663624","656775","621466","53.42","0.007","0.009","0.00",1,0,0,3,46,"3","Slider",7,1,7,1,1,7,7,1,"Standard","Standard"
"SL","2020-09-11","77.5","-0.97","5.53","DJ LeMahieu",518934,664045,"field_out","hit_into_play",,,,,"8","DJ LeMahieu lines out to third baseman Rio Ruiz.  ","R","R","R","NYY","BAL","X","null","line_drive",1,2,2020,"0.6","0.4","-0.26","2.04",596142,643565,"null",2,6,"Bot","101.53","165.89",,,"600474",,"null",0.40399608063478454,-112.8153705148272,-1.1830447979120196,5.100585563760641,22.989533741711988,-28.80393390133274,"3.36","1.61","162","83.3","12","77.1","1760","6.2",631184,664045,"600474","642162","593643","547004","578428","663624","656775","621466","54.26","0.571","0.514","0.00",1,0,0,4,49,"4","Slider",6,0,6,0,0,6,6,0,"Strategic","Standard"
"SL","2020-09-11","87.1","-1.79","5.53","DJ LeMahieu",518934,592879,"single","hit_into_play_no_out",,,,,"12","DJ LeMahieu singles on a ground ball to right fielder DJ Stewart.   Thairo Estrada to 2nd.  ","R","R","R","NYY","BAL","X",9,"ground_ball",1,1,2020,"0.2","0.8","0.69","3.64","null","null",642731,0,4,"Bot","178.26","109.45",,,"642082",,"null",5.620895075388358,-126.67192943970902,0.10421662836593348,0.8206915983687826,27.050514983421554,-24.289014195470465,"3.35","1.60","13","86.1","-14","88.0","2297","7.0",631183,592879,"642082","448801","593643","547004","578428","663624","656775","621466","53.51","0.086","0.077","0.90",1,1,0,2,34,"3","Slider",4,1,4,1,1,4,4,1,"Standard","Standard"
"CU","2020-09-11","81.7","-1.73","5.89","DJ LeMahieu",518934,664042,"double","hit_into_play_no_out",,,,,"8","DJ LeMahieu doubles (3) on a line drive to right fielder DJ Stewart.  ","R","R","R","NYY","BAL","X",9,"line_drive",1,2,2020,"1.0","-1.2","-0.06","2.06","null","null","null",0,2,"Bot","209.48","81.66",,,"642082",,"null",1.8585422881846136,-118.84480784039974,0.26190467003896467,8.851243095311121,26.174011951732556,-43.34893170041595,"3.35","1.60","340","96.6","25","80.7","2763","6.0",631183,664042,"642082","448801","593643","547004","578428","663624","656775","621466","54.54","0.357","0.415","1.25",1,1,1,5,19,"4","Curveball",4,1,4,1,1,4,4,1,"Strategic","Standard"
"KC","2020-09-11","81.5","-2.20","6.05","DJ LeMahieu",518934,502171,"field_out","hit_into_play",,,,,"8","DJ LeMahieu grounds out, shortstop Jose Iglesias to first baseman Pat Valaika.  ","R","R","R","NYY","BAL","X","null","ground_ball",2,1,2020,"0.4","-1.1","0.21","1.76","null","null","null",1,2,"Bot","107.33","140.82",,,"600474",,"null",4.664819675834093,-118.5290131311158,-0.8672132328069497,2.3411947154251966,26.4544265790147,-42.155608354763515,"3.36","1.61","5","94.2","-22","80.0","2682","5.7",631184,502171,"600474","642162","593643","547004","578428","663624","656775","621466","54.84","0.107","0.096","0.00",1,0,0,2,17,"4","Knuckle Curve",5,0,5,0,0,5,5,0,"Strategic","Standard"
"FS","2020-09-11","86.7","-2.29","6.18","DJ LeMahieu",518934,502171,"home_run","hit_into_play_score",,,,,"13","DJ LeMahieu homers (6) on a fly ball to left field.  ","R","R","R","NYY","BAL","X","null","fly_ball",1,2,2020,"-1.3","0.5","-1.16","1.99","null","null","null",0,1,"Bot","32.57","70.98",,,"600474",,"null",5.323345377781961,-126.2061650111136,-4.811917498038411,-15.130268203853504,24.20677506856437,-26.273177586095265,"3.36","1.61","373","94.6","29","85.9","1313","5.6",631184,502171,"600474","642162","593643","547004","578428","663624","656775","621466","54.86","0.221","0.335","2.00",1,0,3,5,4,"4","Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2020-09-09","84.3","-2.01","5.55","DJ LeMahieu",518934,656887,"field_error","hit_into_play_no_out",,,,,"8","DJ LeMahieu reaches on a throwing error by shortstop Jonathan Villar.  ","R","R","R","TOR","NYY","X",6,"ground_ball",2,2,2020,"0.4","-0.2","0.19","1.99","null","null","null",0,9,"Top","102.97","139.51",,,"543376",,"null",4.335991642746767,-122.86943521244184,-1.6145143597616194,3.482024150939907,22.688401765681768,-33.94688522760571,"3.35","1.61","6","91.4","-22","85.5","2180","6.8",630864,656887,"543376","666971","624415","605412","542340","605233","545341","641505","53.69","0.136","0.123","0.90",1,0,0,2,67,"7","Slider",2,5,5,2,5,2,5,2,"Standard","Strategic"
"SL","2020-09-09","86.4","-1.12","7.09","DJ LeMahieu",518934,548389,"field_out","hit_into_play",,,,,"5","DJ LeMahieu grounds out, second baseman Cavan Biggio to first baseman Travis Shaw.   Tyler Wade to 2nd.  ","R","R","R","TOR","NYY","X",4,"ground_ball",1,1,2020,"0.3","0.4","0.21","2.21","null","null",642180,0,5,"Top","136.50","165.96",,,"543376",,"null",2.557895636412847,-125.92093699097188,-6.319606558342972,2.6658658390210945,21.76253487150291,-26.747193096268038,"3.35","1.61","2","71.6","-45","86.2","2443","5.8",630864,548389,"543376","543768","624415","605412","542340","605233","545341","641505","54.74","0.136","0.122","0.00",1,0,0,2,35,"3","Slider",2,2,2,2,2,2,2,2,"Standard","Strategic"
"FF","2020-09-09","90.0","-1.06","6.16","DJ LeMahieu",518934,543699,"home_run","hit_into_play_score",,,,,"3","DJ LeMahieu homers (5) on a line drive to right field.  ","R","R","R","TOR","NYY","X","null","line_drive",0,0,2020,"-0.4","1.6","0.68","3.37","null","null","null",0,3,"Top","217.26","79.43",,,"543376",,"null",5.176087726349879,-130.90147829841047,-4.266137470629567,-6.073690093989008,29.86706719513349,-13.118516373350888,"3.35","1.61","354","99.3","22","89.0","2109","5.9",630864,543699,"543376","543768","624415","605412","542340","605233","545341","641505","54.63","0.421","0.475","2.00",1,0,3,5,19,"1","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
